support,itemsets
0.0744,"['tillage_type_Reduced_Till', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.0622,"['soil_ph_category_Neutral', 'tillage_type_Strip_Till', 'annual_rainfall_category_High']"
0.0976,"['yield_category_High', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.1,"['yield_category_Low', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.0974,"['yield_category_Medium', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.0962,"['yield_category_VeryHigh', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.054,"['planting_season_Spring', 'avg_temperature_category_Cool', 'annual_rainfall_category_Low']"
0.05,"['annual_rainfall_category_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0764,"['planting_season_Spring', 'disease_pressure_Low', 'annual_rainfall_category_Low']"
0.0838,"['annual_rainfall_category_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0516,"['annual_rainfall_category_Low', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.051,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'annual_rainfall_category_Low']"
0.0684,"['pest_pressure_Low', 'planting_season_Spring', 'annual_rainfall_category_Low']"
0.078,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Low']"
0.0508,"['annual_rainfall_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0546,"['annual_rainfall_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0864,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'avg_temperature_category_Cool']"
0.053,"['soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'avg_temperature_category_Cool']"
0.053,"['annual_rainfall_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0584,"['avg_temperature_category_Moderate', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0882,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'avg_temperature_category_Moderate']"
0.0528,"['soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'avg_temperature_category_Moderate']"
0.0846,"['annual_rainfall_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.05,"['organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0672,"['pest_pressure_Low', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.132,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0512,"['soil_ph_category_Alkaline', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0808,"['soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0626,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Medium']"
0.0532,"['organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0508,"['organic_matter_percent_category_Medium', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0732,"['pest_pressure_Low', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.14,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0542,"['soil_ph_category_Alkaline', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0858,"['soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.082,"['planting_season_Spring', 'organic_matter_percent_category_High', 'annual_rainfall_category_Medium']"
0.0506,"['organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'soil_ph_category_Neutral']"
0.0574,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'organic_matter_percent_category_Low']"
0.0812,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.0518,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium']"
0.1126,"['pest_pressure_Low', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.0698,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium']"
0.0646,"['planting_season_Spring', 'pest_pressure_Medium', 'annual_rainfall_category_Medium']"
0.0544,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'profit_category_High']"
0.0534,"['planting_season_Spring', 'profit_category_Low', 'annual_rainfall_category_Medium']"
0.051,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'profit_category_Medium']"
0.0618,"['profit_category_VeryHigh', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.0854,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.1352,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium']"
0.0534,"['yield_category_High', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.0534,"['yield_category_Low', 'planting_season_Spring', 'annual_rainfall_category_Medium']"
0.064,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'yield_category_VeryHigh']"
0.1482,"['disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0826,"['organic_matter_percent_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0672,"['organic_matter_percent_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.084,"['organic_matter_percent_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.118,"['pest_pressure_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0754,"['pest_pressure_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.2338,"['planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.059,"['profit_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0556,"['profit_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0604,"['disease_pressure_Low', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0588,"['profit_category_VeryHigh', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0934,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.1398,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0584,"['yield_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.06,"['yield_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0552,"['yield_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0602,"['disease_pressure_Low', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
0.072,"['disease_pressure_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0566,"['pest_pressure_Low', 'disease_pressure_Medium', 'avg_temperature_category_Cool']"
0.1144,"['planting_season_Spring', 'disease_pressure_Medium', 'avg_temperature_category_Cool']"
0.073,"['soil_ph_category_Neutral', 'disease_pressure_Medium', 'avg_temperature_category_Cool']"
0.0558,"['planting_season_Spring', 'fertilizer_type_NPK_Balanced', 'avg_temperature_category_Cool']"
0.055,"['planting_season_Spring', 'avg_temperature_category_Cool', 'fertilizer_type_Nitrogen_High']"
0.0578,"['planting_season_Spring', 'avg_temperature_category_Cool', 'fertilizer_type_No_Fertilizer']"
0.0536,"['planting_season_Spring', 'avg_temperature_category_Cool', 'fertilizer_type_Organic_Compost']"
0.0628,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High', 'avg_temperature_category_Cool']"
0.0526,"['planting_season_Spring', 'fertilizer_type_Potassium_High', 'avg_temperature_category_Cool']"
0.0594,"['planting_season_Spring', 'fertilizer_type_Urea', 'avg_temperature_category_Cool']"
0.0688,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'avg_temperature_category_Cool']"
0.0672,"['planting_season_Spring', 'avg_temperature_category_Cool', 'irrigation_method_Flood_Irrigation']"
0.0592,"['planting_season_Spring', 'irrigation_method_Micro_Sprinkler', 'avg_temperature_category_Cool']"
0.0724,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'avg_temperature_category_Cool']"
0.0604,"['planting_season_Spring', 'irrigation_method_Sprinkler', 'avg_temperature_category_Cool']"
0.069,"['irrigation_method_Subsurface_Drip', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0906,"['organic_matter_percent_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0688,"['organic_matter_percent_category_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0902,"['organic_matter_percent_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.126,"['pest_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0782,"['pest_pressure_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.2496,"['planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0618,"['profit_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.065,"['profit_category_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0616,"['profit_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0612,"['profit_category_VeryHigh', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0978,"['soil_ph_category_Alkaline', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.1514,"['soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0588,"['yield_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0648,"['yield_category_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0636,"['yield_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0624,"['yield_category_VeryHigh', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0632,"['planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_Low']"
0.0842,"['planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_Medium']"
0.051,"['soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_Medium']"
0.0722,"['pest_pressure_Low', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.1416,"['planting_season_Spring', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.056,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.0852,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.0592,"['pest_pressure_Low', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool']"
0.1128,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool']"
0.068,"['soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool']"
0.067,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.1426,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.0542,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.0882,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0716,"['planting_season_Spring', 'pest_pressure_High', 'avg_temperature_category_Cool']"
0.1984,"['pest_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.05,"['pest_pressure_Low', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0508,"['profit_category_VeryHigh', 'avg_temperature_category_Cool', 'pest_pressure_Low']"
0.079,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'avg_temperature_category_Cool']"
0.1188,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0506,"['pest_pressure_Low', 'yield_category_High', 'avg_temperature_category_Cool']"
0.051,"['pest_pressure_Low', 'yield_category_Medium', 'avg_temperature_category_Cool']"
0.127,"['planting_season_Spring', 'pest_pressure_Medium', 'avg_temperature_category_Cool']"
0.078,"['pest_pressure_Medium', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0996,"['planting_season_Spring', 'profit_category_High', 'avg_temperature_category_Cool']"
0.1022,"['planting_season_Spring', 'profit_category_Low', 'avg_temperature_category_Cool']"
0.1,"['planting_season_Spring', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0952,"['profit_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0596,"['region_California_Central_Valley', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0586,"['planting_season_Spring', 'region_Great_Plains', 'avg_temperature_category_Cool']"
0.0576,"['region_Midwest', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0522,"['region_Northeast', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.059,"['region_Pacific_Northwest', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0588,"['region_Southeast', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0512,"['planting_season_Spring', 'avg_temperature_category_Cool', 'region_Southwest']"
0.155,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.2414,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0632,"['planting_season_Spring', 'avg_temperature_category_Cool', 'soil_type_Clay']"
0.0648,"['planting_season_Spring', 'soil_type_Clayey_Loam', 'avg_temperature_category_Cool']"
0.0688,"['planting_season_Spring', 'soil_type_Loam', 'avg_temperature_category_Cool']"
0.0698,"['planting_season_Spring', 'soil_type_Sandy', 'avg_temperature_category_Cool']"
0.063,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0674,"['planting_season_Spring', 'soil_type_Silt', 'avg_temperature_category_Cool']"
0.0708,"['planting_season_Spring', 'avg_temperature_category_Cool', 'tillage_type_Conventional_Till']"
0.0638,"['planting_season_Spring', 'avg_temperature_category_Cool', 'tillage_type_Deep_Till']"
0.0648,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.063,"['planting_season_Spring', 'avg_temperature_category_Cool', 'tillage_type_No_Till']"
0.0682,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0664,"['planting_season_Spring', 'avg_temperature_category_Cool', 'tillage_type_Strip_Till']"
0.103,"['yield_category_High', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.1024,"['yield_category_Low', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0992,"['yield_category_Medium', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0924,"['planting_season_Spring', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
0.0604,"['soil_ph_category_Neutral', 'profit_category_High', 'avg_temperature_category_Cool']"
0.0564,"['yield_category_High', 'profit_category_High', 'avg_temperature_category_Cool']"
0.0612,"['profit_category_Low', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0796,"['yield_category_Low', 'profit_category_Low', 'avg_temperature_category_Cool']"
0.0598,"['soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0578,"['yield_category_Medium', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.06,"['profit_category_VeryHigh', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.066,"['profit_category_VeryHigh', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
